,input,answer
2641,"The 5000 dollar bill is a United States banknote that was issued from 1862 to 1934. It featured the portrait of President Abraham Lincoln on the front and an image of Independence Hall in Philadelphia, Pennsylvania on the back.",['James Madison']
2642,"The word leviathan is mentioned in the Bible, specifically in Job 41. In this passage, God describes a creature that is so powerful and mighty that it cannot be tamed or controlled by humans. It has a thick hide and scales like iron, its teeth are like swords and its eyes are as bright as torches. Its breath can scorch the earth with fire and it can swim through the sea without getting wet.","['Book of Job', 'Psalms', 'Isaiah']"
2643,"The Boston Red Sox won the American League East in 2017. They finished with a record of 93-69, which was good for second place in the division behind the New York Yankees.","['The Yankees', 'Houston Astros']"
2644,"The Maginot Line was a system of fortifications along France's border with Germany. It was named after André Maginot, the French Minister of War from 1928 to 1930. The line consisted of underground bunkers and tunnels that were designed to protect against an invasion by German troops during World War II. However, when Germany invaded France in May 1940, they did so through Belgium instead and easily overwhelmed the defenses on both sides of the border between France and Belgium (the Ardennes).","['Maginot Line', 'The Maginot Line']"
2645,Hope Brady's mother on Days of Our Lives is Marlena Evans. She was introduced in 1968 and has been a mainstay character ever since.,"['Ciara Brady', 'Addie Horton']"
2646,"The Gulfstream G650 is a large business jet that can seat up to 19 passengers. It has a range of 7,000 nautical miles and can fly at speeds of up to Mach .85. The price for the aircraft starts at $42 million dollars and goes all the way up to $63 million dollars depending on options chosen by buyer such as paint scheme or interior design choices made during construction process before delivery date arrives!","['US$66.61 million', '$66.5 million']"
2647,"The USS Constitution was captured off the coast of Massachusetts by the British in 1783. It was a small, fast ship that could carry up to sixteen guns and had a crew of about one hundred men.",['USS Chesapeake']
2648,"The National Cancer Institute was established in 1937 by the U.S. Congress to conduct and support research, training, health information dissemination, and other programs with respect to the cause, diagnosis, prevention and cure of cancer. It is part of the National Institutes of Health (NIH), which is one of eleven agencies that compose the Department of Health & Human Services (HHS).","['August 5, 1937']"
2649,The film was filmed in the city of New York. It is a romantic comedy that follows two people who meet on Christmas Eve and fall in love.,['British Columbia']
2650,"The 7-man elimination chamber match was won by Roman Reigns. He defeated Braun Strowman, Bray Wyatt, Samoa Joe and John Cena in the final round to win the championship.",['Roman Reigns']
2651,"The final fight in Real Steel is between Charlie Kenton and Max Kenton. In the end, Charlie wins by knocking out his son with a punch to the face.",['Zeus']
2652,"The treatise was published in 1435 and is considered to be the first book on perspective painting. It contains a number of illustrations that demonstrate how to use perspective techniques, including one showing an artist drawing from life using a mirror as his model.",['Leon Battista Alberti']
2653,The first Indian to win an Oscar for lifetime achievement was Satyajit Ray. He won the award in 1992 and is considered one of the greatest filmmakers of all time.,['Mehboob Khan']
2654,The Monday Night Football game is being shown on ESPN.,['ESPN']
2655,"Leo Dalton was a police officer who worked for the Metropolitan Police Service in London. He died on 23rd October 1986, when he was shot by an unknown assailant while investigating a murder case. The killer has never been found and his death remains unsolved to this day.",['in an explosion']
2656,"The Beatles hold the record for most platinum albums with 19. They also have the second-most gold records, behind Elvis Presley who has 20.","['The Beatles', 'Elvis Presley', 'AC/DC']"
2657,"The Battle of Gettysburg was a turning point in the Civil War. It ended British support for the South and led to Lincoln's Emancipation Proclamation, which freed all slaves.","['Battle of Antietam', 'the Battle of Antietam']"
2658,"Panic at the Disco's album, ""Death of a Bachelor,"" was released on January 15th, 2016. The album features songs such as ""Hallelujah"" and ""Victorious.""","['December 15, 2017']"
2659,"The Flash season 4 episode 3 airs on October 17, at the same time as usual. It will be titled ""Luck Be a Lady"" and is written by Lauren Certo and directed by Kevin Smith.","['October\xa024,\xa02017']"
2660,"The film was directed by Satyajit Ray, who also wrote the screenplay and composed the music. It is a 1958 Indian animated short film in Bengali language.",['Vijaya Mulay']
2661,"The Lost Explorers and the Secret of King Midas is a 2015 American animated film directed by Chris Williams. It was released on March 3, 2016 in the United States. The film stars John Goodman as Tad, Danny Glover as Uncle Jack, and James Corden as Sir Percival Pembroke-Pineapple III (voiced by Tom Hiddleston).","['Ariel Winter as Sara Lavrof', 'Cheech Marin as Freddy', 'Bruce Mackinnon as the mummy', 'Lewis MacLeod', 'Liza Ross as Grandma', 'Fiona Glascott', 'Adam Jones as Max Morden']"
2662,"The actor that plays Saul on Grace and Frankie is Martin Sheen. He has been in many movies, including Apocalypse Now, Wall Street, and The Departed.",['Sam Waterston']
2663,"Barry Bonds holds the most home runs in MLB history with 762. He is followed by Hank Aaron, who has 755 home runs.",['Barry Bonds']
2664,"The White House chef is responsible for preparing meals and snacks for the President of the United States, their family, and guests. The current White House Chef is Cristeta Comerford. She was appointed by President Barack Obama in 2009 after serving as his personal chef since 1995 when he was a senator from Illinois.","['Cristeta Comerford', 'White House Executive Chef', 'The White House Executive Chef']"
2665,The first World Cup was hosted by Uruguay in 1930. They won the tournament after defeating Argentina 4-2 in the final match.,['Uruguay']
2666,"Cracker Barrel has 650 locations in the United States. The company was founded by Dan Evins in 1969 and is headquartered in Lebanon, Tennessee.","['639', 'more than 600']"
2667,"The funny bone is actually the ulnar nerve, which runs from your neck to your hand. When you hit it, it's not so much that you are striking a bone as you are hitting a bundle of nerves and blood vessels.","['The ulnar nerve', 'ulnar nerve']"
2668,"The WWE Championship Elimination Chamber 2018 was won by AJ Styles. He defeated Kevin Owens, Samoa Joe, John Cena and Randy Orton in the final match to win the title.",['Roman Reigns']
2669,"The New York Rangers have won the most Stanley Cups in history with 13. They are followed by Montreal Canadiens and Toronto Maple Leafs, who each have 24.",['Montreal Canadiens']
2670,"The Day the Earth Stood Still is a 1951 American science fiction film directed by Robert Wise. It was produced by Julian Blaustein and written by Edmund H. North, based on the short story ""Farewell to the Master"" (also known as ""Grave"") in Harry Bates's anthology of that name.","['Jennifer Connelly', 'Jaden Smith', 'Kyle Chandler', 'Keanu Reeves', 'Jon Hamm', 'Kathy Bates', 'John Cleese']"
2671,"The Battle of Britain was a battle between the British and German air forces during World War II. It took place from July 10, 1940 to October 31, 1940. The Germans were defeated by the British in this battle because they had more planes than their opponents did and also because they had better pilots who could fly faster than their enemies could fly them down into enemy territory where they would be shot down or captured by friendly forces on land below them as well as being able to shoot at each other while flying over water which made it difficult for either side's aircraft carrier ships (which carried fighter jets) not only get close enough but also stay there long enough before returning home again after completing whatever mission(s) were assigned them first thing every morning when everyone woke up early so that no one missed anything important happening during those few hours before sunrise began its slow descent towards nightfall once more!","['Britain', 'the United Kingdom', 'British']"
2672,"The Shadowhunters season 2 episode 17 will air on Monday, May 8th at midnight. It is titled ""The Mortal Cup"" and it will be the last episode of the season.","['February\xa013,\xa02017', 'January\xa023,\xa02017', 'July\xa024,\xa02017']"
2673,"Kelly Taylor's mother on 90210 was played by actress Shannen Doherty. She appeared in the show from 1994 to 2008 and is best known for her role as Brenda Walsh, a character she portrayed from the beginning of the series until its end.",['Ann Gillespie']
2674,"The concept of micro financing was developed by Muhammad Yunus in 1976. He started the Grameen Bank, which is a non-profit organization that provides loans to people who are unable to get traditional bank loans.",['Muhammad Yunus']
2675,The actor that plays Ducky on NCIS is David McCallum. He has been playing the role since 2003 and is one of the longest-running cast members on any television show in history.,['David McCallum']
2676,"The first cell phone call was made on April 3, 1973 by Martin Cooper of Motorola. He called his rival Joel Engel at Bell Labs and said ""Joel, I'm ringing you from a cellular phone.""","['April 3, 1973']"
2677,"The Siamese cat is a breed of domesticated cat that has spots and stripes. It was first bred in Thailand, but it is now found all over the world.",['tabby']
2678,"The monomer building blocks of DNA and RNA are nucleotides. Nucleotides consist of a phosphate group, a five-carbon sugar (ribose or deoxyribose), and one nitrogenous base. There are four different types of bases in DNA: adenine (A), guanine (G), cytosine(C) and thymidylne(T).",['Nucleotides']
2679,"The third largest state in the United States is Texas. It has a total area of 268,597 square miles and a population of over 24 million people.","['Alaska', 'California']"
2680,The short wave broadcast service is a mode of radio communication that uses high frequency waves to transmit signals over long distances. It was first used in the 1920s and has since become an important tool for international communication.,"['Olivia', 'MFSK']"
2681,"Cerebrospinal fluid flows to the cerebral aqueduct, which is a canal that runs through the center of your brain. The cerebral aqueduct then carries this fluid out of your skull and into other parts of your body.","['the fourth ventricle', 'fourth ventricle']"
2682,"Baby is 17 years old in the movie Dirty Dancing. She was born on June 25, 1963 and her birthday is celebrated every year by fans of the film.","['17-year-old', '17']"
2683,"Lord Howe Island became a World Heritage Site in 1982. It is located off the coast of New South Wales, Australia and has been designated as an island with exceptional natural beauty. The island was named after Captain James Cook who discovered it in 1770 during his voyage to explore the Pacific Ocean.","['in 1982', '1982']"
2684,A foreign currency option is the right but not the obligation to buy foreign currency at a specified price on or before a specific date.,['foreign exchange option']
2685,"The Great British Bake Off is a reality television series that has been running since 2017. It features amateur bakers competing in various challenges to win the title of ""Baker of the Year"". In each episode, contestants are given a different challenge and must complete it within an allotted time frame. At the end of each episode, one contestant is eliminated from competition based on their performance during that week's challenge.",['10']
2686,"The first baseball player to be featured on a postage stamp was Babe Ruth. He was honored in 1948, and his image is still used today.",['Jackie Robinson']
2687,"The G-Wagon is a luxury SUV that was first introduced in 1979. It has been produced by Mercedes-Benz since then and is known for its off-road capabilities, spacious interior, and high level of comfort.",['Mercedes-Benz']
2688,"The last time Congress passed a complete budget was in 1986. Since then, the federal government has been operating under continuing resolutions that have kept the government running but not funded all of its programs and activities.","['FY2010', 'March 23, 2013']"
2689,"Scotland won the Calcutta Cup in 2018. The match was played on February 3, and it was a close game with England winning by just one point. This is the first time that Scotland has won this trophy since 2017 when they beat Ireland by two points at Murrayfield Stadium in Edinburgh.",['2018']
2690,"Dragon Ball Super Episode 131 will be released on March 20, 2017. The episode is titled ""The Universe's Most Powerful Warrior"".","['TBA', 'March 25, 2018']"
2691,"I knew the bride when she used to rock and roll. She was a good friend of mine, but now she's gone away. And I don't know where she is today. But if you see her tell her that it won't be long till we meet again, cause I knew the bride when she used to rock and roll...",['Dave Edmunds']
2692,"The term ""liberal arts"" comes from the Latin word liber, which means free. It was first used in 12th century England to describe a set of subjects that were considered essential for an educated person. These included grammar, rhetoric and logic (the trivium), as well as arithmetic, geometry and music (the quadrivium).",['the Roman Empire']
2693,"When a Man Loves a Woman is an American romantic drama film directed by Luis Mandoki and written by Al Franken, Ronald Bass, and John Brent. The film stars Andy Garcia as Michael Green, Meg Ryan as Alice Green (née Sutton), Mae Whitman as Lucy Sutton-Green (as ""Little Lucy""), Ellen Burstyn as Mrs. Sutton (as ""Mrs. Green""), Kevin Anderson in his feature debut role of Mr. Johnson; with Philip Seymour Hoffman in his first major role of the character's son Robbie Johnson; and Robin Williams cameo appearance at the end credits singing the song that he wrote for this movie called ""When A Man Loves A Woman"".","['Calvin Lewis and Andrew Wright', 'Calvin Lewis', 'Percy Sledge', 'Andrew Wright']"
2694,The site of secretion of h+ and cl- ions is the kidney.,['Parietal cells']
2695,"The talismans in Sailor Moon are the main weapons of the sailors. They are used to fight against evil and protect their loved ones. Each talisman has a different power, but they all have one thing in common: they can be used to defeat enemies and save lives.","['Haruka and Michiru', 'Haruka', 'Michiru', 'Sailor Pluto']"
2696,"The song was written by Jimmy Van Heusen and Johnny Burke in 1945. It is a popular jazz standard, with many notable recordings of the song.",['Out of This World']
2697,"Haploid cells are found in the human body. They are also known as gametes, which is a type of cell that can only be produced by sexual reproduction. Gametes have half the number of chromosomes as somatic cells do and they cannot divide into two new haploid cells after fertilization has occurred because they already contain all necessary genetic information for development into an organism with 23 pairs of chromosomes (one set from each parent).","['sperm', 'sperm or egg cells', 'ova']"
2698,"The Three Little Pigs was first published in 1893. It is a children's story about three pigs who build houses of straw, wood and brick to protect themselves from the Big Bad Wolf.","['first published in 1890', '1933', 'c.1886', '1886']"
2699,The California Gold Rush took place in the state of California. It was a period when gold was discovered and people from all over the world came to find it.,"['Northern California', 'Sierra Nevada']"
2700,"There are 10 strong verbs in German. They are called ""strong"" because they have a special ending that indicates the tense of the verb. The endings for these verbs include -en, -e, and -t.","['more than 200', 'more than 200 strong']"
2701,The submarine was invented by the French during the Civil War. It was used to attack British ships and it became a popular weapon in naval warfare.,['Horace Lawson Hunley']
2702,"Serena Williams has won 23 grand slam titles in tennis. She is the most successful female player of all time and holds the record for most major singles, doubles, and mixed doubles titles.",['Roger Federer']
2703,The Chandra and Bhaga rivers meet at the place.,"['Tandi, in Lahaul', 'at Tandi, in Lahaul']"
2704,"The recipient of the first Jnanpith Award was an author who wrote in Hindi. He is known for his works on social issues and has been praised for his contribution to Indian literature. His work has been translated into many languages, including English, French, German and Spanish.",['Malayalam']
2705,"The cast of Despicable Me 3 includes Steve Carell, Kristen Wiig, Trey Parker and Miranda Cosgrove.","['Steve Carell', 'Nev Scharrel', 'Miranda Cosgrove', 'Pierre Coffin', 'Kristen Wiig', 'Trey Parker', 'Andy Nyman', 'Julie Andrews', 'Steve Coogan', 'Jenny Slate', 'John Cygan', 'Dana Gaier', 'Adrian Ciscato']"
2706,"The tiger's name in Life of Pi is Richard Parker. He was a Bengal Tiger that Pi Patel, the main character, had to take care of on his journey across the Pacific Ocean.",['Richard Parker']
2707,The presiding officer of the legislative council is the speaker. He/she is elected by members of both houses from among themselves.,['Chairman']
2708,"The finalists of Rising Star 2017 are as follows:- Shivangi Joshi (Actress) - She is an Indian television actress who has appeared in the TV serials like Begusarai, Khelti Hai Zindagi Aankh Micholi and Yeh Un Dinon Ki Baat Hai. She was born on 18th February, 2003 in Jammu & Kashmir. Her father's name is Naresh Joshi and her mother's name is Poonam Joshi. In addition to this she also has a brother named Anshul Joshi who works with her father at their business firm called ""Joshi Group"".- Siddharth Jadhav (Actor) - He started his career by appearing in Marathi films such as 'Mazya Navryachi Bayko', 'Sairat', etc., which were released between years 2016–present day . His first Bollywood film was titled ""Baagheera"" where he played lead role opposite Priyanka Chopra Jonas . After that he did many more movies including Dabangg series , Munnabhai series , Golmaal Again etc.. Currently working on upcoming projects like Sanju starring Ranbir Kapoor directed by Rajkumar Hirani; Padmavati starring Deepika Padukone directed by Sanjay Leela Bhansali; Thugs Of Hindostan featuring Amitabh Bachchan alongside Fatima Sana Shaikh & Aamir Khan under Yash Raj Films banner...etc..",['Hemant Brijwasi']
2709,"The term ""reproductive organs"" refers to the organs of reproduction. These include the ovaries, fallopian tubes, uterus and vagina in women; testicles and penis in men; clitoris and labia majora (outer lips) in females.",['Reproductive system']
2710,"The two battles of El Alamein were fought in Egypt. The first battle was fought on July 1, 1942 and the second battle was fought from October 23 to November 4, 1942.",['Egypt']
2711,The printing press was invented by Johannes Gutenberg in 1439. It is a mechanical device that uses movable type to print text and images onto paper.,"['the German Johannes Gutenberg', 'Johannes Gutenberg around 1440', '1440', 'Johannes Gutenberg', 'around 1440']"
2712,"The song was written by Lori McKenna and Tim McGraw. It is a country ballad that tells the story of a man who has been through many hardships in his life, but still remains humble and kind.",['Lori McKenna']
2713,"A drug that might be used in surgery for its amnesic properties is ketamine. Ketamine has been shown to have anxiolytic, analgesic, and sedative effects. It can also cause hallucinations and delirium when taken at high doses or over a long period of time.","['benzodiazepines', 'Benzodiazepines']"
2714,"The women's hockey team won gold in 1980. They were the first American team to win a medal at the Olympics since 1960, when they won silver.",['2018']
2715,"The Antarctic Peninsula is a region of Antarctica that extends from the coast of West Antarctica to the South Pole. It is located in the southernmost part of Earth and has an area of 1,500 km2 (580 sq mi). The peninsula was first discovered by British explorer James Cook in 1773 during his voyage around Cape Horn on board HMS Resolution. He named it after himself because he thought it resembled a penguin's head when viewed from above or below water level; however this name did not stick until later when other explorers began referring to it as such too!","[""Dumont d'Urville in Adélie Land"", ""Dumont d'Urville Station"", 'Adélie Land']"
2716,"The film ""Ratatouille"" won the Oscar for Best Animated Feature in 2007. It was directed by Brad Bird and produced by Pixar Animation Studios. The story follows a rat named Remy who dreams of becoming a chef, but is forced to live in the sewers due to his species' reputation as pests. With help from an unlikely friend, he sets out on an adventure that takes him from Parisian kitchens to food trucks around France while trying not only prove himself worthy of being called ""a real chef,"" but also save his family restaurant from bankruptcy and ruin at every turn along the way!",['Ratatouille']
2717,"Gideon died in the episode ""The Fisher King"" (Season 1, Episode 20). In this episode, he is shot and killed by a serial killer who was targeting FBI agents. The killer had been stalking Gideon for some time and finally made his move when he realized that Gideon was alone in his office late at night.","['""Nelson\'s Sparrow""', ""Nelson's Sparrow""]"
2718,"The first line of an HTTP request to the server is a header that contains information about the client and its request. This includes things like what type of browser you are using, your IP address, and other details that can help identify who made this particular request.","['A request line', 'the status line']"
2719,The next Commonwealth Games will be held in 2018. It is the first time that India has hosted the event and it will take place from April 4th to April 15th.,['2022']
2720,"The multiplication sign is a symbol that represents the product of two numbers. It looks like an x with a line through it, and can be found on most keyboards as Alt+0177 or Alt+x23A9.","['a rotationally symmetric saltire', 'the symbol ×', '*']"
2721,The allosteric site is the binding site of an enzyme. It is located on the surface of an enzyme and it binds to a molecule that can change its shape or activity.,['regulatory site']
2722,"The New York Yankees have won the most World Series titles in baseball history with 27. They are followed by the St. Louis Cardinals and San Francisco Giants, who each have 10 championships to their name.","['the New York Yankees', 'New York Yankees']"
2723,"The towns on the border of Texas and Oklahoma are El Paso, Amarillo, Lubbock, Abilene.",['Texhoma']
2724,The most rushing yards in a Super Bowl is 167 by Emmitt Smith. He played for the Dallas Cowboys and was named MVP of the game.,['Timmy Smith']
2725,The carbon in CO2 is initially fixed to the 5-carbon sugar ribulose bisphosphate (RuBP).,['3-phosphoglycerate']
2726,"Karl Marx said that religion is the opiate of the masses. He believed that religion was a way for people to escape from their problems and live in a fantasy world. Religion can be used as an excuse not to take responsibility for one's actions, and it can also be used as a way to control people.","['Karl Marx.', 'Karl Marx']"
2727,"The first village of Karnataka which declared independence from British rule was the village of Hosur. It is located in the state's northern region and has a population of around 10,000 people.",['Hyderabad']
2728,The song was performed by Lana Del Rey. It is a cover of the original version sung by Angela Landsbury in Sleeping Beauty (1959).,['Lana Del Rey']
2729,"The last person to be executed in the United States was Gary Gilmore, who was put to death by firing squad on January 17, 1977. He had been convicted of murdering two men during a robbery at a Utah gas station.",['Ruben Cardenas Ramirez']
2730,"The story takes place in the fictional town of West Egg, New York. It is a wealthy suburb that is home to many rich people who have recently made their money and are trying to establish themselves as part of high society.",['Long Island of 1922']
2731,"Division 2 football teams are not allowed to give out scholarships. The NCAA does not allow any athletic scholarships for division 2 schools, which means that all players must pay their own way through college or receive financial aid from the school itself.",['36.0']
2732,"The Premier League season of 2019-20 was a very exciting one. It saw the return of some old favorites, as well as some new faces. One player who stood out from the rest was Harry Kane, who scored an incredible number of goals in that season. In fact, he ended up scoring more than any other player in the league!","['Alan Shearer', 'Andy Cole', 'Chelsea']"
2733,"The song ""Cry Baby"" was written by John Lennon and Paul McCartney. It was originally recorded by the Beatles in 1963, but it wasn't released until 1970 on their album Let It Be. The song is about a girl who cries because she can't find her true love.",['James Intveld']
2734,"The Powhatan Indians lived in Jamestown before the arrival of the English. They were a tribe that was made up of many different tribes and they spoke several different languages. The Powhatans had a very complex social structure with chiefs, warriors, priests and farmers all living together in villages called ""Powhattan.""",['uninhabited']
2735,"The corporate tax rate in Great Britain is 20%. This rate applies to all companies, regardless of their size or the type of business they are in.",['20%']
2736,"The song was written by KISS guitarist Paul Stanley, who also sings the lead vocals. It is one of the band's most popular songs and has been covered by many other artists.",['Kiss']
2737,"The Smurfs is an American animated television series that aired on NBC from September 12, 1981 to December 2, 1989. It was produced by Hanna-Barbera Productions and distributed in syndication by Columbia Pictures Television. The show featured the voices of Don Messick as Papa Smurf and Lucille Bliss as Smurfette with music composed by Albert Harris.",['9']
2738,"The song was written by American folk singer and guitarist Woody Guthrie in 1941. It is a tribute to the city of New Orleans, Louisiana, which he visited during his travels through the southern United States.",['Steve Goodman']
2739,"I'm like a bird came out in 2014. It was the first single from her second studio album, ""The Bird and the Worm"". The song peaked at number 3 on Billboard's Adult Contemporary chart.","['October\xa024,\xa02000']"
2740,"The song ""God is Great, Beer is Good"" was written by the band ""The Dropkick Murphys"". It was released on their album titled ""Irish Drinking Songs"" in 2013. The lyrics of the song are about celebrating life and enjoying a cold beer with friends.",['Currington']
2741,"Night at the Museum 3 was filmed in New York City, Los Angeles and London. The filming began on July 15th, 2014 and ended on October of that year.","['British Columbia, Canada', 'January to May 2014', '2014', 'London, England', 'from January to May 2014']"
2742,"The White House Press Room was added to the White House in 1962 by President John F. Kennedy. It is located on the ground floor of the West Wing and has a capacity for up to 40 reporters at one time, with additional space available for overflow seating if needed.","['Richard Nixon', 'President Richard Nixon']"
2743,"The first documented case of tool mark identification was in 1827. A man named John Hunt was accused of murdering his wife and her lover with a hammer. He claimed that he had been at work when the murders occurred, but the prosecution argued that there were no footprints leading away from the crime scene and no one else could have committed it because they would have left their own footprints behind if they did so.",['1835']
2744,The 49ers beat the Denver Broncos in Super Bowl XXIV. They also beat the San Diego Chargers in Super Bowl XXIX and defeated the Dallas Cowboys in Super Bowl XVI.,"['San Diego Chargers', 'Denver Broncos', 'Cincinnati Bengals', 'Miami Dolphins']"
2745,"Charkie is a mixed breed dog. He has the body of a German Shepherd and the face of an English Bulldog. His name comes from his owner, George's, nickname for him which is ""Chuck.""","['black cocker spaniel', 'cocker spaniel']"
2746,"Mucosal associated lymphoid tissues are present in the human body and they play an important role in immune response. They are found on mucosal surfaces such as the respiratory tract, gastrointestinal tract, and genitourinary system. These tissues contain specialized cells that can recognize foreign invaders like bacteria or viruses before they enter into our bloodstreams where it would be harder for them to fight off these pathogens effectively due to their limited accessibility within this environment (i). The presence of these mucosal associated lymphoid tissue helps us maintain healthy levels of immunity against various diseases by providing a barrier between us humans who live outside nature's protection from harmful microorganisms living inside our bodies without any warning signs until too late when we get sick with something like pneumonia caused by Streptococcus pneumoniae bacterium which enters through mouth during kissing session between two people sharing same air space at same time!","['oral passage', 'salivary glands', 'gastrointestinal tract', 'breast', 'skin', 'thyroid', 'lung', 'nasopharyngeal tract', 'eye']"
2747,"The International Monetary Fund (IMF) is an international organization that promotes global financial stability. It was established in 1945 and has since become a key player in the global economy, providing financial assistance to member countries and helping to stabilize their economies.","['foster global monetary cooperation', 'secure financial stability', 'to foster global monetary cooperation', 'reduce poverty around the world', 'facilitate international trade']"
2748,"The Bible was written in the 1st century BC and AD. It is a collection of books that were written by different authors over many centuries. The first book, Genesis, was written around 200 BC and the last book, Revelation, was completed around AD 95-105.",['the 9th century']
2749,"The Saskatchewan River is a river in Canada that flows from the Rocky Mountains to Hudson Bay. It begins at the confluence of two rivers, the Athabasca and Clearwater Rivers, near Jasper National Park in Alberta. From there it flows north through British Columbia before turning eastward into Manitoba where it joins with other rivers such as Lake Winnipeg and Lake of the Woods before emptying into Hudson Bay near Churchill Manitoba.","['central Saskatchewan', 'the Hudson Bay', 'Saskatchewan River Forks, Saskatchewan', 'Saskatchewan Glacier, Alberta']"
2750,"Calpurnia's son is named Walter. He is a young boy who lives with his mother and father in Maycomb, Alabama. His parents are both dead, so he lives with his grandparents on their farm outside of town.","['Zeebo', 'James Zeebo']"
2751,"The first major religion in France is Christianity. It was introduced to the country by Roman missionaries and has been practiced there since the 2nd century AD. The second major religion in France is Islam, which was introduced to the country by Muslim merchants and traders from North Africa during medieval times.","['Islam', 'Catholicism', 'Not religious', 'Protestantism', 'Christianity']"
2752,The plane of earth's orbit is called the ecliptic. It is an imaginary line that runs through the center of our solar system and intersects with all planets in their orbits around the sun.,['ecliptic']
2753,"The water cycle is also known as the hydrologic cycle. It describes how water moves from the Earth's surface to atmosphere and back again. Water evaporates into vapor, which rises into clouds and condenses to form rain or snow that falls back onto land or sea surfaces where it begins a new journey through the hydrologic cycle.","['the hydrological cycle', 'the hydrologic cycle', 'hydrologic cycle', 'hydrological cycle']"
2754,"The Champions League round of 16 starts on February 20, 2018.",['13 February']
2755,"Wisconsin is the 20th largest state in the United States, with a land area of 54,314 square miles. It ranks among the top ten states for total area and population density. The state has a diverse landscape that includes lakes and rivers as well as mountains and valleys.",['25']
2756,"A Wrinkle in Time was filmed from January 2017 to May 2017. The film is set in the year of 1963, and it takes place on a planet called Uriel.","['November 2, 2016']"
2757,"The character of Mr. Willoughby is played by actor Alan Rickman in the 1995 film adaptation of Sense and Sensibility. He is a wealthy man who falls in love with Marianne Dashwood, but leaves her for another woman after she becomes pregnant with his child.",['Matthew Gregory Wise']
2758,"Novak Djokovic won the men's single title of Australia Open on 1 February 2015. He defeated Andy Murray in straight sets, winning by a score of 6-7(4), 7-6(3), and then again by a score of six games to four.","['Djokovic', 'Novak Djokovic']"
2759,"Nathan gets in a car accident when he is driving home from work. He was on his way to the grocery store and had just picked up some food for dinner. The accident happened at around 10pm, which was late for him because he usually got home earlier than that time of night but this time it took longer due to traffic congestion caused by an incident involving another vehicle crashing into one side of the roadway near where Nathan's car was parked while waiting at a red light before turning onto another street leading towards his house located off Main Street downtown area nearby shopping mall complexes such as Walmart Supercenter etcetera .",['The Show Must Go On']
2760,"The white stork is a symbol of fertility and good luck in Western culture. It has been used as a symbol for the Virgin Mary, who was often depicted with her arms outstretched to represent the birth of Jesus Christ. In some cultures, it is also seen as an omen or signifier that something bad will happen soon after seeing one fly overhead; this belief may have originated from its association with death due to its habit of eating carrion (dead animals).",['bringing babies to new parents']
2761,"The first Arjuna Award in athletics was given to the Indian sprinter P.T. Usha in 1978, who won a gold medal at the Asian Games that year and also set a new world record for women's 400 m hurdles with her time of 53.6 seconds at the Commonwealth Games held later that year in Edmonton, Canada",['Gurbachan Singh Randhawa']
2762,"The Beatles' White Album was released in 1968 and featured a variety of songs, including ""Good Night"" by John Lennon. This song is an acoustic ballad that features Lennon singing about the end of a relationship and his desire for peace.",['Ringo Starr']
2763,"The fifth season of Ruby will be released on October 15, 2019. It is the first season to feature a new character named ""Ruby"" and it also features a new cast member named ""Jenny"".","['October 14, 2017', 'October\xa014,\xa02017']"
2764,"The 2018 Winter Olympics will be held in Pyeongchang, South Korea. It is the first time that South Korea has hosted the games and it is also the first time that they have been held in Asia since 1972 when Sapporo, Japan hosted them.","['Pyeongchang County, South Korea']"
2765,"The Nitty Gritty Dirt Band's Fishin in the Dark album was released on September 19, 2016. It features a mix of original songs and covers from artists such as Bob Dylan, Neil Young and Willie Nelson.",['Hold On']
2766,"The term ""robber barons"" was coined by the journalist and historian Henry Demarest Lloyd in 1894. It referred to a group of businessmen who were accused of using their wealth and power to monopolize industries, engage in price fixing, and exploit workers. These men included Andrew Carnegie (steel), John D. Rockefeller (oil), JP Morgan (banking) , Cornelius Vanderbilt(railroads).","['Robber baron', 'Robber Barons']"
2767,"The first star trek enterprise ship was the USS Enterprise. It was a spacecraft that had been designed to explore deep space and it's crew consisted of 150 people. The ship had many different features including an advanced computer system, a transporter room, and warp drive which allowed it to travel at speeds faster than light speed.",['NCC-1701']
2768,"Escherichia coli is a bacterium that lives in the intestines of humans and animals. It was first discovered by Theodor Escherich in 1885, who named it after himself.",['Escherichia coli']
2769,"Acid rain is a form of precipitation that contains high concentrations of acids. It can be caused by the burning of fossil fuels, which releases sulfur dioxide and nitrogen oxides into the atmosphere. These gases react with water vapor to create acidic compounds such as sulfuric acid and nitric acid, which fall back to earth in rainfall or snowfall.","['Acid rain', '""Acid rain""']"
2770,"The first Grammy Award for Best New Artist was awarded to Bobby Darin in 1960. He won the award for his album ""Bobby Darin Sings"".","['Chance the Rapper', 'Bobby Darin']"
2771,"The Christmas tree at Rockefeller Center was first put up in 1931. It was a small, live tree that had been donated by the city of Oslo, Norway. In 2007, it became an artificial one and is now lit with more than 5 million LED lights.","['State College, PA']"
2772,"The new season of Lost in Space comes out on April 13, 2018. It is a Netflix original series that was created by Matt Sazama and Burk Sharpless.","['April 13, 2018']"
